
--- RK4 Steps (RK4 Problem 1), h=0.1 ---
Step	X	Y-values
0	0.100000	1.123049
1	0.200000	1.308496
2	0.300000	1.595754
3	0.400000	2.064900
4	0.500000	2.907820
5	0.600000	4.727897
6	0.700000	10.853932

--- RK4 Steps (RK4 Problem 1), h=0.25 ---
Step	X	Y-values
0	0.250000	1.435558
1	0.500000	2.897227
2	0.750000	17.885430

--- RK4 Steps (RK4 Problem 1), h=0.45 ---
Step	X	Y-values
0	0.450000	2.389060
1	0.900000	109.960226

--- RK4 Steps (RK4 Damped SHO), h=0.05 ---
Step	X	Y-values
612	30.650000	0.060398	0.075779
613	30.700000	0.064096	0.072111
614	30.750000	0.067607	0.068291
615	30.800000	0.070923	0.064330
616	30.850000	0.074038	0.060238
617	30.900000	0.076945	0.056026
618	30.950000	0.079639	0.051707
619	31.000000	0.082114	0.047291
620	31.050000	0.084366	0.042790
621	31.100000	0.086392	0.038216
622	31.150000	0.088187	0.033582
623	31.200000	0.089749	0.028898
624	31.250000	0.091076	0.024177
625	31.300000	0.092166	0.019432
626	31.350000	0.093019	0.014673
627	31.400000	0.093634	0.009914
628	31.450000	0.094011	0.005165
629	31.500000	0.094151	0.000439
630	31.550000	0.094055	-0.004253
631	31.600000	0.093726	-0.008899
632	31.650000	0.093166	-0.013488
633	31.700000	0.092378	-0.018010
634	31.750000	0.091366	-0.022452
635	31.800000	0.090135	-0.026806
636	31.850000	0.088687	-0.031060
637	31.900000	0.087030	-0.035206
638	31.950000	0.085169	-0.039232
639	32.000000	0.083109	-0.043131
640	32.050000	0.080858	-0.046893
641	32.100000	0.078422	-0.050511
642	32.150000	0.075810	-0.053975
643	32.200000	0.073027	-0.057280
644	32.250000	0.070084	-0.060417
645	32.300000	0.066989	-0.063380
646	32.350000	0.063749	-0.066163
647	32.400000	0.060375	-0.068761
648	32.450000	0.056876	-0.071167
649	32.500000	0.053262	-0.073379
650	32.550000	0.049542	-0.075392
651	32.600000	0.045726	-0.077201
652	32.650000	0.041825	-0.078805
653	32.700000	0.037849	-0.080201
654	32.750000	0.033809	-0.081387
655	32.800000	0.029714	-0.082361
656	32.850000	0.025576	-0.083123
657	32.900000	0.021405	-0.083672
658	32.950000	0.017212	-0.084008
659	33.000000	0.013008	-0.084133
660	33.050000	0.008803	-0.084047
661	33.100000	0.004607	-0.083753
662	33.150000	0.000431	-0.083253
663	33.200000	-0.003715	-0.082549
664	33.250000	-0.007821	-0.081644
665	33.300000	-0.011876	-0.080543
666	33.350000	-0.015872	-0.079250
667	33.400000	-0.019798	-0.077769
668	33.450000	-0.023646	-0.076105
669	33.500000	-0.027406	-0.074265
670	33.550000	-0.031069	-0.072253
671	33.600000	-0.034628	-0.070076
672	33.650000	-0.038074	-0.067741
673	33.700000	-0.041400	-0.065255
674	33.750000	-0.044597	-0.062625
675	33.800000	-0.047660	-0.059858
676	33.850000	-0.050581	-0.056964
677	33.900000	-0.053354	-0.053949
678	33.950000	-0.055974	-0.050822
679	34.000000	-0.058435	-0.047592
680	34.050000	-0.060732	-0.044267
681	34.100000	-0.062860	-0.040858
682	34.150000	-0.064816	-0.037372
683	34.200000	-0.066596	-0.033818
684	34.250000	-0.068197	-0.030208
685	34.300000	-0.069616	-0.026549
686	34.350000	-0.070851	-0.022851
687	34.400000	-0.071901	-0.019124
688	34.450000	-0.072763	-0.015377
689	34.500000	-0.073438	-0.011620
690	34.550000	-0.073925	-0.007862
691	34.600000	-0.074225	-0.004113
692	34.650000	-0.074337	-0.000381
693	34.700000	-0.074263	0.003324
694	34.750000	-0.074005	0.006992
695	34.800000	-0.073565	0.010616
696	34.850000	-0.072944	0.014187
697	34.900000	-0.072147	0.017695
698	34.950000	-0.071176	0.021133
699	35.000000	-0.070035	0.024493
700	35.050000	-0.068728	0.027767
701	35.100000	-0.067260	0.030947
702	35.150000	-0.065635	0.034026
703	35.200000	-0.063859	0.036998
704	35.250000	-0.061937	0.039855
705	35.300000	-0.059876	0.042592
706	35.350000	-0.057680	0.045202
707	35.400000	-0.055358	0.047680
708	35.450000	-0.052915	0.050021
709	35.500000	-0.050358	0.052220
710	35.550000	-0.047695	0.054272
711	35.600000	-0.044933	0.056174
712	35.650000	-0.042080	0.057921
713	35.700000	-0.039144	0.059512
714	35.750000	-0.036132	0.060942
715	35.800000	-0.033052	0.062210
716	35.850000	-0.029914	0.063314
717	35.900000	-0.026724	0.064251
718	35.950000	-0.023491	0.065022
719	36.000000	-0.020224	0.065625
720	36.050000	-0.016931	0.066060
721	36.100000	-0.013621	0.066327
722	36.150000	-0.010301	0.066428
723	36.200000	-0.006981	0.066362
724	36.250000	-0.003668	0.066131
725	36.300000	-0.000371	0.065737
726	36.350000	0.002903	0.065183
727	36.400000	0.006145	0.064470
728	36.450000	0.009347	0.063602
729	36.500000	0.012503	0.062582
730	36.550000	0.015603	0.061414
731	36.600000	0.018642	0.060102
732	36.650000	0.021611	0.058650
733	36.700000	0.024504	0.057063
734	36.750000	0.027315	0.055346
735	36.800000	0.030037	0.053503
736	36.850000	0.032663	0.051541
737	36.900000	0.035189	0.049466
738	36.950000	0.037608	0.047282
739	37.000000	0.039916	0.044998
740	37.050000	0.042106	0.042618
741	37.100000	0.044176	0.040150
742	37.150000	0.046120	0.037600
743	37.200000	0.047935	0.034976
744	37.250000	0.049617	0.032285
745	37.300000	0.051162	0.029533
746	37.350000	0.052569	0.026728
747	37.400000	0.053834	0.023877
748	37.450000	0.054956	0.020989
749	37.500000	0.055933	0.018070
750	37.550000	0.056763	0.015127
751	37.600000	0.057445	0.012169
752	37.650000	0.057979	0.009202
753	37.700000	0.058365	0.006235
754	37.750000	0.058603	0.003275
755	37.800000	0.058693	0.000328
756	37.850000	0.058636	-0.002597
757	37.900000	0.058434	-0.005494
758	37.950000	0.058087	-0.008356
759	38.000000	0.057599	-0.011175
760	38.050000	0.056971	-0.013946
761	38.100000	0.056205	-0.016661
762	38.150000	0.055306	-0.019314
763	38.200000	0.054275	-0.021900
764	38.250000	0.053117	-0.024411
765	38.300000	0.051835	-0.026843
766	38.350000	0.050434	-0.029190
767	38.400000	0.048918	-0.031447
768	38.450000	0.047291	-0.033609
769	38.500000	0.045558	-0.035671
770	38.550000	0.043726	-0.037628
771	38.600000	0.041797	-0.039477
772	38.650000	0.039780	-0.041215
773	38.700000	0.037678	-0.042836
774	38.750000	0.035498	-0.044339
775	38.800000	0.033246	-0.045720
776	38.850000	0.030928	-0.046977
777	38.900000	0.028550	-0.048107
778	38.950000	0.026120	-0.049110
779	39.000000	0.023642	-0.049982
780	39.050000	0.021123	-0.050724
781	39.100000	0.018571	-0.051333
782	39.150000	0.015992	-0.051811
783	39.200000	0.013393	-0.052156
784	39.250000	0.010779	-0.052368
785	39.300000	0.008158	-0.052448
786	39.350000	0.005536	-0.052397
787	39.400000	0.002920	-0.052216
788	39.450000	0.000317	-0.051907
789	39.500000	-0.002268	-0.051470
790	39.550000	-0.004828	-0.050908
791	39.600000	-0.007357	-0.050224
792	39.650000	-0.009848	-0.049420
793	39.700000	-0.012297	-0.048499
794	39.750000	-0.014696	-0.047464
795	39.800000	-0.017042	-0.046319
796	39.850000	-0.019327	-0.045067
797	39.900000	-0.021546	-0.043711
798	39.950000	-0.023696	-0.042258
799	40.000000	-0.025771	-0.040709
